CustomerID,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Class1,Class
15709459,1,29,1,2,9,4,1,0,0,0,0,2,200,1,0,0
15775750,1,28,5,1,8,5,1,1,1,8,1,2,144,8,1,0
15585855,1,40,21,2,10,9,20,1,1,11,0,2,0,1201,1,0
15752139,1,36,4,2,11,4,3,0,0,0,0,2,454,51,0,0
15768295,1,25,0,2,4,8,3,0,0,0,1,2,340,1,0,0
15766906,1,29,3,2,8,4,0,0,0,0,0,2,216,1,0,0
15725776,1,23,0,2,4,4,1,0,1,11,0,1,0,1,0,0
15682576,0,32,1,2,9,4,1,1,1,16,0,2,120,2080,1,0
15704081,1,25,3,2,13,4,0,1,1,7,0,2,0,7060,1,0
15719940,0,35,3,2,1,1,0,0,1,6,0,2,0,201,0,0
15672894,0,18,10,2,2,4,0,0,0,0,0,2,80,43,0,0
15667451,1,39,5,2,3,5,0,0,0,0,0,2,550,1,0,0
15636767,1,23,1,2,8,4,0,0,0,0,1,1,280,1,0,0
15571415,1,37,0,2,8,4,0,0,0,0,0,3,184,1,1,0
15575605,0,24,13,2,11,8,1,0,0,0,0,2,280,2,0,0
15649160,0,47,13,2,3,5,5,1,1,9,1,2,0,1,1,0
15615832,1,34,5,2,9,4,0,0,0,0,1,2,290,7,1,0
15600975,1,22,0,1,1,1,0,0,0,0,0,2,100,1,0,0
15690772,1,27,1,2,4,8,0,0,0,0,1,1,140,1,0,0
15565714,1,42,4,2,6,4,0,0,0,0,0,2,108,101,0,0
15763108,1,28,14,2,2,4,0,0,0,0,0,2,0,287,0,0
15723884,1,36,5,2,8,5,2,1,1,6,0,2,0,368,1,0
15644453,0,18,10,1,11,8,0,0,0,0,0,2,340,1,0,0
15655464,1,21,1,2,9,4,1,0,0,0,0,2,150,9,1,0
15783883,0,38,1,2,6,4,0,0,0,0,0,2,0,391,0,0
15787693,1,31,0,1,7,4,0,0,0,0,0,2,0,1,0,0
15664793,0,17,9,2,6,4,1,0,1,10,1,2,0,11,0,0
15642391,0,20,0,2,11,4,1,1,1,1,0,2,0,1,1,0
15756538,0,39,4,2,8,4,3,0,0,0,0,2,480,1,0,0
15668830,1,38,0,2,4,4,0,1,0,0,1,2,280,1,1,0
15796569,1,27,13,2,9,4,5,1,0,0,1,2,487,501,1,0
15677112,1,27,0,1,13,4,0,1,1,2,0,2,260,501,1,0
15815040,1,19,0,1,1,1,0,0,1,4,0,2,45,2,0,0
15590434,0,25,0,2,14,8,1,1,0,0,1,2,160,5861,1,1
15597536,1,27,2,2,14,8,1,1,1,4,0,2,140,7545,1,0
15723989,1,22,9,2,6,4,0,0,0,0,0,2,0,1,0,0
15767358,0,49,13,2,4,8,8,1,0,0,1,2,0,1,1,0
15594812,1,32,2,2,8,4,1,0,0,0,1,2,280,1,0,0
15688210,1,38,10,1,4,4,0,0,0,0,0,2,160,1,0,0
15681509,1,47,6,2,8,4,1,0,0,0,1,2,0,229,0,0
15572390,1,27,4,1,3,8,5,1,1,2,1,2,75,1,0,0
15801441,0,35,0,2,6,4,0,1,1,4,0,2,0,1584,1,0
15783859,1,33,0,2,3,5,4,0,0,0,1,1,420,1,0,0
15575243,1,34,0,1,7,5,0,1,1,1,1,2,280,2001,1,0
15773421,0,20,10,2,13,8,0,1,1,1,1,2,80,51,1,0
15788776,1,33,1,2,14,4,0,1,1,7,1,2,340,4072,1,0
15765257,1,22,11,2,11,4,2,1,1,7,1,2,100,810,1,0
15661412,1,48,8,2,8,8,12,1,1,9,0,2,181,1656,1,0
15636478,1,40,5,2,8,4,5,1,1,7,0,2,0,3066,1,0
15603683,1,20,0,1,8,4,2,0,0,0,1,1,240,1,0,0
15651868,0,38,1,2,1,1,0,0,0,0,0,2,76,1,0,0
15815443,0,57,19,2,8,4,5,1,1,7,0,2,0,3001,1,0
15682686,0,31,3,2,13,8,0,1,1,9,1,2,181,1,1,0
15697460,1,22,0,2,9,4,0,0,1,1,0,2,420,284,0,0
15748432,0,58,10,2,11,4,4,1,1,14,0,2,0,1603,1,0
15698271,1,28,0,2,8,4,0,0,0,0,0,2,220,141,0,0
15808662,0,46,4,2,5,3,0,1,0,0,0,2,100,961,1,0
15690372,1,21,3,1,2,4,1,1,1,8,1,2,160,2,1,0
15781875,0,24,12,2,6,4,1,1,1,12,1,2,120,568,1,0
15801473,0,20,0,1,10,2,1,0,0,0,0,2,260,1,0,0
15704509,1,24,13,1,1,1,0,0,0,0,0,2,184,1,0,0
15694666,0,26,2,1,8,4,0,0,0,0,0,1,80,1,0,0
15731166,1,40,0,2,1,1,0,1,0,0,0,2,130,2,0,0
15728523,0,38,4,2,8,4,0,0,0,0,0,2,160,1,0,0
15788442,1,19,0,2,1,1,0,0,1,3,0,2,350,770,0,0
15689781,1,39,9,2,7,4,6,1,1,14,0,2,240,4608,1,0
15764226,1,25,0,2,8,4,1,1,1,5,1,2,312,1,1,0
15809837,0,46,3,2,8,4,2,1,1,8,1,2,396,4160,1,0
15805212,1,19,10,1,4,8,0,1,0,0,1,2,140,1,0,0
15716082,0,22,1,1,1,1,3,0,0,0,0,2,280,1,0,0
15643056,1,18,3,1,1,1,0,0,0,0,1,2,180,2,0,0
15654859,1,64,20,2,14,8,17,1,1,9,1,2,0,1001,1,0
15761158,0,16,1,2,11,4,0,0,1,1,0,2,108,99,0,0
15577515,0,68,15,2,10,9,0,1,1,14,0,2,0,3377,1,0
15723827,1,76,22,2,10,9,12,1,1,1,1,2,0,110,1,0
15646594,0,15,2,2,11,4,0,0,0,0,0,2,120,1,0,0
15712877,1,34,4,2,2,5,12,1,0,0,1,2,184,1,0,0
15598802,0,47,8,2,10,5,6,1,1,6,0,2,375,51101,1,0
15699340,1,23,0,2,8,4,0,0,0,0,0,3,184,1,1,0
15691150,1,45,1,2,8,4,2,1,0,0,1,2,140,1,0,0
15608688,1,15,7,2,10,4,1,0,0,0,0,2,600,1,0,0
15737998,1,18,0,1,8,4,0,0,1,1,0,2,200,2,0,0
15735837,1,52,6,2,4,4,6,1,1,15,0,2,0,11203,1,0
15659100,1,19,0,1,7,5,0,0,0,0,1,1,500,2,1,0
15609070,1,18,0,2,11,7,0,0,0,0,0,2,200,41,1,0
15650313,1,37,0,2,10,4,0,0,0,0,0,2,120,6,0,0
15627699,1,22,1,1,9,4,3,1,1,6,0,2,80,1,1,0
15591010,1,47,4,2,14,5,0,0,0,0,1,2,520,1,0,0
15798895,1,34,2,2,8,4,1,0,0,0,0,2,460,17,0,0
15745375,0,33,1,2,2,4,0,0,0,0,1,2,0,1,0,1
15775235,1,43,0,1,8,4,0,1,1,8,1,2,300,163,1,0
15780088,1,34,4,1,3,5,8,1,1,7,1,2,195,1,1,0
15649379,1,42,3,2,3,5,1,1,0,0,0,2,0,201,0,0
15713983,1,18,0,2,2,4,0,0,0,0,1,1,280,1,0,0
15709252,1,23,2,2,1,1,0,0,0,0,1,2,100,4209,0,0
15699238,0,22,8,1,14,4,2,0,0,0,0,2,164,1,1,0
15732884,1,17,0,2,6,4,0,0,0,0,0,2,280,751,0,0
15587297,1,18,10,1,6,4,0,1,0,0,0,2,120,376,0,0
15684722,0,27,1,2,7,4,2,1,0,0,0,1,368,1,0,0
15621244,0,18,9,1,8,4,1,1,1,4,1,2,80,501,1,0
15744273,1,22,0,2,3,4,1,0,1,1,1,2,400,10,0,0
15682540,1,62,12,1,8,8,5,1,0,0,0,2,112,1,0,0
15636521,0,23,9,2,11,4,8,1,1,5,1,2,120,1,1,0
15785339,1,35,3,2,14,8,3,1,0,0,1,2,680,1,0,0
15638983,0,56,4,1,1,1,5,0,0,0,1,2,0,5,0,1
15654625,0,53,0,2,1,1,0,0,0,0,1,1,62,28,0,1
15697310,1,41,4,2,13,8,7,1,1,8,0,2,320,1,1,0
15678210,1,42,5,2,11,8,12,1,0,0,1,2,92,1,1,0
15575438,1,41,1,1,9,4,0,0,0,0,0,2,0,196,0,0
15632789,0,33,0,2,4,5,1,1,1,3,1,2,212,1,0,0
15621423,1,25,12,2,13,4,1,1,1,67,1,2,140,259,1,0
15573520,1,24,6,1,2,4,5,1,0,0,1,1,100,1,1,0
15740458,1,23,11,1,9,4,0,1,0,0,1,2,160,301,1,0
15762799,1,30,2,2,13,8,2,0,0,0,1,1,340,1,0,0
15686885,1,37,4,2,8,5,5,1,0,0,1,1,280,1,0,0
15565996,1,26,1,2,9,4,0,0,0,0,0,2,100,1,0,0
15662152,0,29,0,2,9,4,0,0,0,0,1,2,300,1,0,0
15711742,0,23,1,2,5,3,0,0,1,1,0,2,200,54,0,0
15701885,1,17,3,2,4,4,0,0,0,0,1,2,160,41,0,0
15774262,1,29,14,2,6,4,5,1,1,5,1,2,168,1,1,0
15567839,0,28,3,2,3,5,0,1,0,0,1,2,171,1,0,1
15644400,1,34,0,2,8,4,0,0,0,0,0,3,184,1,0,0
15797246,1,23,0,2,8,8,0,1,0,0,0,2,180,1,0,0
15778290,1,25,11,2,8,4,2,1,1,17,0,2,200,1209,1,0
15708714,0,18,7,2,11,4,2,1,1,5,0,2,184,26727,1,0
15586183,1,17,0,2,11,4,0,0,1,4,0,2,160,9,0,0
15761733,0,16,0,2,1,1,0,0,1,1,0,2,160,127,0,0
15773934,1,32,2,2,6,4,1,0,1,2,1,2,720,1,0,0
15705343,0,20,10,2,8,8,1,1,1,4,0,2,50,1466,1,0
15593959,0,21,1,1,5,3,0,0,0,0,0,2,160,1,0,0
15664615,1,33,1,2,12,8,6,1,0,0,1,2,164,31286,1,0
15671014,0,25,2,2,8,8,2,1,0,0,1,2,360,2,0,1
15657778,0,24,3,2,11,8,1,1,1,19,0,2,0,501,1,0
15585192,1,30,0,2,9,4,1,1,1,1,0,2,202,1,1,0
15592914,1,20,5,1,5,4,0,0,0,0,0,2,140,185,0,0
15770995,0,40,8,1,4,4,0,0,1,2,0,2,184,19,0,0
15570990,1,29,1,2,8,8,0,0,1,2,1,2,400,109,0,0
15596165,1,40,0,1,7,4,0,0,0,0,1,2,130,1,0,0
15788131,0,29,0,2,4,4,0,1,1,4,0,2,380,501,1,0
15800773,1,54,0,1,4,8,3,1,0,0,0,2,180,315,1,0
15690153,1,34,5,1,8,4,1,0,0,0,1,2,60,1,0,0
15638989,1,25,12,2,4,4,2,1,1,2,1,2,120,6,0,0
15623210,0,26,2,1,1,1,0,0,0,0,1,2,180,61,0,1
15652658,0,33,4,2,11,8,1,1,1,2,0,2,0,1,1,0
15684440,1,33,2,2,8,4,1,0,0,0,0,3,120,1,0,0
15730287,1,36,5,2,3,5,5,0,0,0,0,2,210,688,0,0
15720353,1,19,0,2,4,4,0,0,0,0,0,2,280,365,0,0
15767231,1,24,0,2,11,4,4,1,1,2,1,2,520,2001,1,0
15761554,0,30,6,2,8,5,4,1,1,7,1,2,0,3066,1,0
15706637,1,20,7,2,8,4,0,0,0,0,0,2,0,1,0,0
15690492,1,25,0,2,8,4,0,1,1,7,1,2,96,5125,1,0
15694237,1,29,4,2,7,4,2,0,1,1,1,2,460,69,0,0
15729771,1,43,2,2,3,5,0,1,0,0,0,2,560,1,0,0
15609823,1,28,1,2,4,4,0,1,0,0,0,1,280,1,0,0
15793366,1,31,3,1,3,5,7,0,0,0,0,2,0,2,0,0
15614813,1,20,9,2,10,2,0,1,0,0,0,2,0,1,1,0
15566495,1,45,8,2,13,8,14,1,1,1,1,2,88,2001,1,0
15707602,0,22,2,2,11,8,2,1,1,7,1,2,140,2385,1,0
15635244,0,20,3,2,11,4,0,1,1,3,0,2,100,7,1,0
15805627,1,27,1,2,9,4,2,0,1,1,1,2,100,4,0,0
15607986,1,40,2,1,14,8,10,1,0,0,1,2,176,1,0,0
15799785,1,56,28,1,8,4,28,1,1,40,0,2,0,16,1,0
15699963,0,64,0,2,1,1,0,1,1,1,0,2,232,101,1,0
15624595,0,22,11,1,14,8,0,1,1,4,0,2,0,322,1,0
15629750,0,24,2,1,3,5,4,0,0,0,0,2,200,457,0,0
15651460,0,69,6,2,1,1,0,0,0,0,0,1,0,1,0,0
15753550,1,35,0,2,4,4,1,0,0,0,1,2,231,1,0,0
15594133,1,48,12,2,7,4,16,1,0,0,0,1,110,1,1,0
15772329,0,28,15,1,10,9,0,1,0,0,0,2,0,13213,1,0
15591552,1,35,2,2,4,4,4,1,1,7,0,2,150,1271,1,0
15750921,1,49,7,2,3,5,7,1,1,15,1,2,0,5001,1,0
15701687,1,80,5,2,8,4,0,1,0,0,0,2,0,341,0,0
15728906,1,29,13,2,2,8,0,0,0,0,0,2,228,1,0,0
15670029,0,16,0,2,3,4,0,0,1,6,1,2,240,36,0,0
15763579,0,16,0,2,6,4,1,0,1,2,1,2,320,2,0,0
15728010,1,60,14,2,1,1,18,1,1,15,1,2,0,1001,1,0
15663194,1,28,2,2,4,8,4,1,1,2,1,2,181,1,1,0
15736510,1,41,1,2,3,5,3,0,0,0,0,2,216,1,1,0
15745804,1,24,9,2,6,4,0,0,0,0,1,2,0,1,0,0
15631451,1,24,13,1,6,4,0,0,0,0,1,2,120,476,0,0
15746995,1,34,15,2,12,7,5,1,1,9,1,2,0,135,1,0
15730673,1,33,1,2,9,4,1,0,0,0,0,2,120,1,0,0
15734649,0,40,10,2,11,8,1,1,0,0,0,2,29,838,1,0
15701081,1,20,1,2,8,4,2,1,1,1,0,2,100,151,1,0
15632503,1,37,1,1,2,4,1,0,0,0,1,2,431,1,1,0
15585928,1,48,4,2,7,4,0,1,0,0,1,2,225,1,1,0
15648681,1,23,0,2,7,4,0,0,0,0,1,1,320,1,0,0
15747757,1,35,3,2,8,8,8,0,0,0,1,2,0,1,0,0
15718921,1,16,2,2,6,4,0,0,1,1,0,2,80,22,0,0
15571081,1,22,10,2,11,8,1,1,0,0,0,2,100,1,1,0
15734578,0,21,11,2,8,4,0,0,0,0,1,2,180,1,0,0
15579583,0,25,2,1,6,4,0,1,0,0,1,2,370,1,1,1
15622729,1,36,2,1,9,4,0,1,1,1,0,2,50,1188,1,0
15662189,0,28,3,2,8,4,0,0,1,1,1,2,40,155,0,0
15692718,1,22,12,2,8,4,3,0,1,2,1,2,180,174,0,0
15762716,1,34,1,2,13,4,1,1,1,1,1,2,520,50001,1,0
15724851,1,35,2,2,3,4,1,0,0,0,1,2,210,1,0,0
15587266,1,28,3,2,6,4,0,0,0,0,1,2,100,1,0,0
15675926,0,19,5,2,3,8,0,0,0,0,0,2,80,485,0,0
15706268,1,23,1,2,8,4,0,1,0,0,0,1,300,1,1,0
15581871,1,16,0,2,8,4,0,0,0,0,0,2,132,1,0,0
15666166,0,20,0,2,11,4,1,0,1,1,0,2,240,769,1,0
15671582,1,22,11,2,9,4,2,1,1,1,0,2,80,279,1,0
15680901,1,34,5,1,3,5,1,0,0,0,1,2,480,1,0,0
15642336,0,57,0,2,3,5,1,1,0,0,1,2,252,2198,0,1
15653147,1,16,0,2,7,4,0,1,0,0,0,1,200,1,0,0
15571284,1,32,2,2,13,8,2,1,1,6,0,2,160,2073,1,0
15591360,1,48,25,2,9,4,1,1,1,3,0,2,120,15,1,0
15810485,1,34,2,2,3,5,2,0,0,0,1,2,232,201,0,0
15611973,1,18,1,1,10,2,0,0,0,0,0,2,100,1,0,0
15735572,1,44,0,2,7,4,10,1,0,0,0,1,400,1,0,0
15567860,1,38,1,2,4,4,0,0,0,0,1,2,300,3,0,0
15795690,1,31,0,1,6,4,3,0,0,0,1,2,320,1,0,0
15706464,1,25,1,2,14,4,1,1,1,1,1,2,395,21,1,0
15725028,1,65,11,2,10,9,20,1,1,7,1,2,22,1,1,0
15751167,1,41,0,2,8,5,15,1,0,0,0,2,0,1,1,0
15633944,1,31,1,2,1,1,0,0,1,1,0,2,96,20,0,0
15672637,0,36,4,2,1,1,0,0,0,0,0,2,160,1,0,0
15680895,1,32,7,2,10,5,1,1,0,0,1,1,420,1,0,0
15793825,0,31,3,2,1,1,3,0,1,2,1,2,200,5,0,0
15611318,1,24,2,2,8,4,2,1,1,6,0,2,184,601,1,0
15768474,1,21,0,1,14,4,0,1,1,1,1,2,840,60,1,0
15716276,1,34,3,2,13,8,7,1,0,0,1,2,0,1,1,0
15623668,1,51,3,1,1,1,1,0,0,0,0,2,180,5,0,0
15696361,0,31,1,2,1,1,0,0,1,2,1,2,200,106,0,0
15607988,1,38,0,2,8,4,0,0,1,2,0,2,225,501,0,0
15637891,1,39,1,2,14,4,0,1,1,5,1,2,480,1,1,0
15789865,1,18,2,2,8,7,0,0,1,2,1,2,160,588,0,0
15627190,1,39,5,2,13,4,3,1,1,10,1,2,0,1,1,0
15788224,1,20,11,2,8,4,2,0,0,0,1,2,136,1,0,0
15702149,1,32,2,2,2,8,5,0,0,0,1,2,292,1,0,0
15708236,1,18,5,2,2,4,0,0,0,0,0,2,120,1,0,0
15568469,0,15,7,2,11,4,0,0,1,1,1,2,0,161,0,1
15764444,1,39,5,2,13,8,10,1,1,14,1,2,399,1,1,0
15794204,0,19,0,2,9,4,1,0,0,0,0,2,220,6,0,0
15807546,1,21,10,2,8,4,3,1,0,0,1,2,0,1,1,0
15782159,0,22,0,2,8,4,2,0,1,2,1,2,200,395,0,0
15618703,1,25,3,2,8,8,2,0,1,1,1,2,416,22,0,0
15793317,1,21,10,1,10,8,1,0,0,0,0,2,260,1,0,0
15740487,0,49,1,2,5,3,0,1,0,0,1,2,100,28,0,1
15722479,1,20,5,2,11,4,0,1,1,1,0,2,160,1,0,0
15688264,0,19,0,2,11,8,0,1,1,11,0,2,80,100,1,0
15583067,1,21,0,2,2,8,0,1,0,0,1,2,0,1,1,0
15686670,1,26,0,2,4,1,0,0,0,0,0,2,100,1,0,0
15593345,0,38,5,2,13,4,13,1,0,0,1,2,980,1,0,1
15811690,0,50,12,2,6,4,2,1,1,3,1,2,156,1,1,0
15734008,0,15,0,2,8,4,1,0,0,0,0,2,120,19,0,0
15771856,0,24,12,2,8,5,4,1,1,2,0,2,73,445,1,0
15762045,1,21,4,1,9,4,2,1,1,1,1,2,80,301,1,0
15778142,1,22,11,2,13,4,0,1,0,0,0,2,100,1,1,0
15689268,1,54,9,2,1,1,14,1,1,11,1,2,30,301,1,0
15721507,1,18,5,2,4,4,0,1,0,0,0,2,80,1,1,0
15750476,1,36,4,1,4,4,0,1,1,10,1,2,320,1,1,0
15810723,1,38,10,2,14,4,2,1,1,6,0,2,520,197,1,0
15787229,1,21,1,2,4,4,0,0,0,0,1,2,356,1,0,0
15570508,0,51,6,2,3,5,3,0,0,0,1,2,73,1,0,0
15617065,1,22,2,2,3,4,0,0,0,0,0,2,160,11,0,0
15689786,1,52,1,2,2,4,3,0,0,0,1,2,0,351,0,0
15648876,0,60,5,2,6,4,4,1,1,4,0,2,0,100,1,0
15802106,1,20,5,2,9,4,1,1,0,0,0,1,120,1,1,0
15773869,1,23,4,2,8,5,0,1,0,0,1,2,160,1,1,0
15711635,1,36,0,1,9,4,0,0,0,0,1,2,309,3,0,0
15795527,0,42,1,1,8,4,0,0,0,0,1,2,150,2,0,0
15759133,1,23,0,2,3,8,0,0,0,0,1,2,220,6,0,0
15679394,0,36,1,2,8,4,2,1,1,11,0,2,0,457,1,0
15801072,1,39,5,2,1,1,0,0,1,2,0,2,17,2,0,0
15646082,0,18,4,1,8,8,3,1,0,0,0,2,240,1,1,0
15796111,1,27,0,2,6,4,0,1,0,0,1,2,200,1,0,0
15670646,1,32,3,2,2,4,0,0,0,0,1,2,120,1,0,0
15578722,1,19,1,1,13,4,2,1,0,0,1,2,100,21,0,0
15815095,0,22,10,2,11,4,0,1,1,5,1,2,0,561,1,0
15730360,1,39,6,2,11,4,0,1,1,1,0,2,200,301,1,0
15763194,1,22,0,2,8,3,2,0,0,0,1,1,0,1,1,0
15720725,0,23,0,1,11,4,1,1,1,2,1,2,80,401,1,0
15567834,0,30,5,2,10,2,2,1,1,5,1,2,99,501,1,0
15720644,0,40,7,1,11,8,8,1,1,14,0,2,0,2301,1,0
15811742,0,36,5,2,10,4,5,1,0,0,1,2,0,4001,1,0
15813363,1,31,2,2,8,4,0,0,0,0,0,2,300,1,0,0
15717629,0,25,2,2,14,8,0,1,0,0,0,2,360,1,1,0
15713160,1,27,12,2,6,5,0,0,0,0,1,2,720,1,0,0
15568878,1,31,4,2,14,4,5,1,1,3,1,2,290,2280,1,0
15809800,1,34,6,2,6,4,0,1,0,0,1,2,443,1,0,0
15736420,1,22,2,2,4,4,0,0,0,0,0,2,180,1,0,0
15757933,1,31,3,2,8,4,2,0,1,2,1,2,160,42,0,0
15623072,1,31,0,2,8,5,0,1,0,0,1,1,320,1,0,0
15683993,1,16,3,2,9,4,0,0,1,1,0,2,0,7,0,0
15570947,1,27,1,2,13,8,5,1,1,9,0,2,399,828,1,0
15797767,1,25,3,2,8,4,1,0,1,1,0,2,0,23,0,0
15731989,1,67,5,2,10,9,13,1,1,1,1,2,0,1,1,0
15591035,0,18,9,2,9,4,1,1,1,6,1,2,40,601,1,0
15586479,0,27,0,2,7,8,0,0,1,1,1,2,272,109,0,1
15605872,0,19,0,1,8,4,1,0,1,1,0,2,2000,3,0,0
15666012,1,30,1,2,2,4,0,0,0,0,1,1,0,1,0,0
15641733,0,50,0,2,6,4,0,0,0,0,1,2,240,118,0,0
15593178,1,31,1,1,9,4,0,0,0,0,0,1,160,1,0,0
15649183,1,51,15,2,8,4,8,1,1,9,0,2,0,1,1,0
15736399,0,36,0,2,1,1,0,0,1,10,0,2,200,19,0,0
15751137,1,33,2,2,7,4,4,1,1,6,0,2,204,1,1,0
15757188,0,20,3,2,6,4,0,1,0,0,0,2,100,1,1,0
15726167,1,36,18,2,9,4,0,0,0,0,0,2,320,3553,0,0
15624850,1,50,0,2,1,1,0,0,0,0,0,2,145,1,0,0
15717700,0,23,0,2,11,4,0,0,1,1,1,2,200,12,0,0
15716347,1,35,4,2,14,8,5,0,0,0,1,1,711,1,1,0
15696287,0,58,21,2,3,5,10,1,1,13,0,2,0,6701,1,0
15638871,1,28,0,2,7,4,0,1,1,3,1,2,396,1,1,0
15765093,1,31,0,2,4,4,0,0,0,0,0,2,380,2011,0,0
15592999,0,31,3,1,5,3,0,0,0,0,0,2,160,21,0,0
15641715,1,19,6,2,9,8,1,1,1,7,0,2,80,2955,1,0
15607746,1,39,6,2,7,4,1,1,1,5,1,2,108,1098,1,0
15625311,1,17,3,2,3,4,0,0,0,0,1,2,140,3,0,0
15573077,1,44,7,1,8,4,1,0,0,0,0,2,160,3,0,0
15735106,1,16,0,1,6,4,0,0,0,0,0,2,60,1,0,0
